Date,Price,Open,High,Low,Vol.,Change %
12/26/2023,105.15,113.0,113.1,105.09,10.52M,-7.15%
12/22/2023,113.25,116.9,117.0,112.86,4.20M,-3.21%
12/21/2023,117.0,115.2,117.09,113.6,9.37M,1.92%
12/20/2023,114.8,118.05,119.2,112.02,13.74M,-1.45%
12/19/2023,116.49,124.0,124.0,115.2,11.78M,-5.76%
12/18/2023,123.61,127.75,127.75,123.5,6.70M,-1.66%
12/15/2023,125.7,127.4,128.75,124.8,17.09M,-0.55%
12/14/2023,126.4,123.0,127.0,120.4,12.36M,3.36%
12/13/2023,122.29,127.85,128.9,120.25,18.90M,-2.40%
12/12/2023,125.3,125.25,126.85,124.81,9.14M,0.16%
12/11/2023,125.1,124.5,127.0,121.76,11.19M,-0.48%
12/08/2023,125.7,124.0,126.47,122.25,17.92M,3.46%
12/07/2023,121.5,121.99,124.5,120.29,17.18M,0.40%
12/06/2023,121.01,121.98,124.7,119.99,28.69M,-0.49%
12/05/2023,121.61,115.9,122.9,113.3,31.15M,5.29%
12/04/2023,115.5,111.24,117.85,111.24,23.81M,3.96%
12/01/2023,111.1,109.11,111.1,108.8,8.58M,1.93%
11/30/2023,109.0,108.9,109.39,107.8,5.56M,0.74%
11/29/2023,108.2,108.91,110.55,107.55,11.78M,-1.05%
11/28/2023,109.35,109.02,110.15,107.6,12.90M,0.88%
11/27/2023,108.4,108.02,109.5,106.8,8.52M,0.42%
11/24/2023,107.95,108.7,109.95,107.2,9.87M,0.14%
11/23/2023,107.8,110.99,111.72,107.25,12.04M,-2.44%
11/22/2023,110.5,108.5,111.65,108.15,9.96M,1.85%
11/21/2023,108.49,109.99,110.7,107.9,5.27M,-1.10%
11/20/2023,109.7,111.0,111.3,109.5,4.72M,-0.90%
11/17/2023,110.7,114.4,114.48,110.1,13.82M,-2.64%
11/16/2023,113.7,108.0,114.7,106.53,28.73M,5.87%
11/15/2023,107.4,104.25,107.9,103.71,18.99M,3.77%
11/14/2023,103.5,103.32,103.98,102.0,10.52M,-0.12%
11/13/2023,103.62,104.01,105.0,103.06,12.99M,-0.11%
11/10/2023,103.73,102.0,104.8,101.75,17.30M,1.31%
11/08/2023,102.39,101.55,103.09,101.11,12.28M,0.74%
11/07/2023,101.64,102.02,103.0,101.4,12.02M,-0.06%
11/06/2023,101.7,101.6,102.05,100.5,7.41M,0.25%
11/03/2023,101.45,100.6,101.77,99.95,8.75M,1.05%
11/02/2023,100.4,100.99,101.9,99.2,8.19M,-0.28%
11/01/2023,100.68,100.75,103.2,100.25,11.17M,0.18%
10/31/2023,100.5,102.01,102.01,100.11,7.54M,0.50%
10/30/2023,100.0,99.49,100.89,98.75,5.02M,1.04%
10/27/2023,98.97,100.4,100.69,98.8,4.52M,-1.13%
10/26/2023,100.1,101.3,101.6,99.8,7.39M,-0.60%
10/25/2023,100.7,101.51,102.76,100.2,13.95M,-0.30%
10/24/2023,101.0,102.6,102.75,99.51,13.02M,-1.15%
10/23/2023,102.18,97.9,104.37,97.7,27.50M,5.56%
10/20/2023,96.8,97.89,97.9,96.45,5.64M,-0.61%
10/19/2023,97.39,93.55,98.5,93.55,18.11M,4.16%
10/18/2023,93.5,95.01,95.38,93.45,4.37M,-1.58%
10/17/2023,95.0,97.0,97.0,94.7,5.15M,-3.77%
10/16/2023,98.72,99.4,100.7,97.7,5.47M,0.02%
10/13/2023,98.7,97.09,100.25,96.91,12.28M,1.49%
10/12/2023,97.25,97.15,98.35,96.8,7.86M,0.26%
10/11/2023,97.0,95.51,97.1,95.51,5.90M,1.57%
10/10/2023,95.5,95.51,96.19,95.1,3.33M,0.00%
10/09/2023,95.5,95.15,96.44,94.99,3.01M,-0.42%
10/06/2023,95.9,97.06,97.4,95.52,5.48M,-1.53%
10/05/2023,97.39,98.0,98.44,96.9,4.93M,-0.72%
10/04/2023,98.1,98.0,99.0,97.86,5.10M,-0.15%
10/03/2023,98.25,99.73,100.4,98.13,9.90M,-1.25%
10/02/2023,99.49,96.5,99.72,96.5,17.02M,3.10%
09/28/2023,96.5,98.5,98.5,96.1,10.87M,-1.65%
09/27/2023,98.12,96.19,98.25,95.5,6.83M,2.11%
09/26/2023,96.09,96.04,96.8,95.75,1.85M,-0.57%
09/25/2023,96.64,96.4,96.9,95.75,3.13M,0.56%
09/22/2023,96.1,95.94,96.69,94.9,2.73M,0.51%
09/21/2023,95.61,95.0,95.93,93.75,2.11M,0.64%
09/20/2023,95.0,96.2,96.47,94.65,1.88M,-1.09%
09/19/2023,96.05,95.7,96.79,95.26,3.01M,0.73%
09/18/2023,95.35,94.99,95.65,94.65,1.52M,0.78%
09/15/2023,94.61,95.9,96.4,94.35,4.69M,0.44%
09/14/2023,94.2,93.9,94.35,93.8,1.36M,0.43%
09/13/2023,93.8,93.15,94.68,93.15,2.63M,0.48%
09/12/2023,93.35,94.99,94.99,92.9,3.44M,-2.76%
09/11/2023,96.0,96.4,96.99,95.09,6.30M,-0.41%
09/08/2023,96.4,95.5,96.44,94.6,4.33M,1.53%
09/07/2023,94.95,95.15,96.85,94.11,7.84M,-0.37%
09/06/2023,95.3,94.49,95.7,93.2,4.24M,1.49%
09/05/2023,93.9,95.8,95.95,93.54,3.94M,-1.68%
09/04/2023,95.5,95.2,95.98,95.03,2.75M,0.95%
09/01/2023,94.6,93.5,94.75,92.15,4.13M,0.75%
08/31/2023,93.9,94.5,96.23,88.1,17.49M,0.21%
08/30/2023,93.7,95.56,96.93,93.01,6.72M,-1.48%
08/29/2023,95.11,96.3,97.3,93.85,6.32M,-2.10%
